koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_duration,koi_depth,koi_teq,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,koi_disposition_CANDIDATE,koi_disposition_CONFIRMED,koi_disposition_FALSE POSITIVE
0,0,0,0,1.1168,242.1,662.0,20.7,1.0,q1_q17_dr25_tce,3605.0,4.837,0.433,0,1,0
0,0,0,0,3.171,756.7,491.0,15.0,1.0,q1_q17_dr25_tce,5151.0,4.528,0.785,0,1,0
0,1,0,0,1.2232,22462.0,734.0,172.2,1.0,q1_q17_dr25_tce,3440.0,4.82,0.439,0,0,1
0,0,1,0,1.35,54.7,1797.0,13.0,1.0,q1_q17_dr25_tce,6046.0,4.486,0.972,0,0,1
0,0,0,0,9.174,758.8,411.0,16.9,1.0,q1_q17_dr25_tce,5691.0,4.561,0.783,1,0,0
0,0,1,0,1.021,245.5,1694.0,22.1,1.0,q1_q17_dr25_tce,6045.0,4.494,0.955,0,0,1
0,1,1,0,2.388,453.0,1252.0,24.5,1.0,q1_q17_dr25_tce,5402.0,4.568,0.816,0,0,1
0,0,0,0,4.222,290.1,1183.0,25.2,1.0,q1_q17_dr25_tce,6321.0,4.417,1.125,0,1,0
0,0,0,0,2.296,143.8,1121.0,17.1,1.0,q1_q17_dr25_tce,5688.0,4.333,1.111,0,1,0
0,0,1,0,4.52,116.6,883.0,23.0,1.0,q1_q17_dr25_tce,5138.0,4.536,0.756,0,0,1
0,0,0,0,4.62,481.2,513.0,18.0,1.0,q1_q17_dr25_tce,5009.0,4.491,0.84,0,1,0
0,0,0,1,4.912,227.0,2280.0,65.3,1.0,q1_q17_dr25_tce,6386.0,4.402,1.123,0,0,1
0,0,0,0,0.5134,360.7,717.0,17.6,1.0,q1_q17_dr25_tce,4359.0,4.601,0.676,1,0,0
0,0,0,0,2.344,357.3,732.0,17.7,1.0,q1_q17_dr25_tce,4769.0,4.557,0.742,0,1,0
0,0,0,0,1.5997,852.8,717.0,63.6,2.0,q1_q17_dr25_tce,3834.0,4.708,0.539,0,1,0
0,0,0,0,4.718,763.8,489.0,21.4,1.0,q1_q17_dr25_tce,4996.0,4.497,0.831,0,1,0
0,0,0,0,5.613,56.1,874.0,22.4,1.0,q1_q17_dr25_tce,6175.0,4.299,1.307,0,1,0
0,0,0,0,4.759,433.4,888.0,17.0,1.0,q1_q17_dr25_tce,5995.0,4.351,1.118,0,1,0
0,0,0,0,4.318,87.6,1052.0,20.3,1.0,q1_q17_dr25_tce,6194.0,4.242,1.314,0,1,0
0,0,0,0,5.266,72.8,901.0,15.2,2.0,q1_q17_dr25_tce,6194.0,4.242,1.314,0,1,0
1,0,1,1,31.28,1704.1,351.0,38.1,1.0,q1_q17_dr25_tce,5778.0,4.531,0.911,0,0,1
0,0,0,0,4.726,1120.1,496.0,34.1,1.0,q1_q17_dr25_tce,5593.0,4.45,0.945,0,1,0
0,0,0,0,2.0674,487.4,1080.0,35.4,1.0,q1_q17_dr25_tce,6139.0,4.359,1.193,0,1,0
0,1,0,0,2.7468,45034.0,1022.0,92.0,1.0,q1_q17_dr25_tce,5717.0,4.538,0.884,0,0,1
0,0,0,0,11.106,2575.6,391.0,175.2,1.0,q1_q17_dr25_tce,5616.0,4.004,1.674,1,0,0
0,0,0,0,6.106,76.8,1019.0,17.0,3.0,q1_q17_dr25_tce,5616.0,4.004,1.674,0,1,0
0,0,0,0,3.989,68.0,1671.0,25.5,2.0,q1_q17_dr25_tce,5616.0,4.004,1.674,0,1,0
0,0,0,0,3.343,102.6,994.0,18.5,1.0,q1_q17_dr25_tce,5772.0,4.351,1.003,0,1,0
0,0,0,0,3.381,92.9,826.0,12.7,2.0,q1_q17_dr25_tce,5772.0,4.351,1.003,0,1,0
0,0,0,0,4.385,771.5,612.0,17.2,1.0,q1_q17_dr25_tce,5569.0,4.566,0.829,0,1,0
0,0,0,0,7.929,757.0,481.0,16.0,1.0,q1_q17_dr25_tce,5708.0,4.482,0.902,1,0,0
0,1,1,0,2.933,28.7,2291.0,21.7,1.0,q1_q17_dr25_tce,6057.0,4.088,1.457,0,0,1
0,0,0,0,1.885,366.7,881.0,15.2,2.0,q1_q17_dr25_tce,4996.0,4.497,0.831,1,0,0
0,0,0,0,1.0273,224.9,774.0,20.6,1.0,q1_q17_dr25_tce,4847.0,4.581,0.737,1,0,0
0,0,0,0,4.521,573.3,774.0,18.9,1.0,q1_q17_dr25_tce,5514.0,4.345,1.071,0,1,0
0,0,0,0,7.336,297.3,627.0,15.4,1.0,q1_q17_dr25_tce,5842.0,4.17,1.41,0,1,0
0,0,0,0,4.878,773.6,355.0,15.7,1.0,q1_q17_dr25_tce,4806.0,4.564,0.729,1,0,0
0,0,0,0,3.32,187.5,1035.0,15.6,1.0,q1_q17_dr25_tce,6398.0,4.411,1.101,0,1,0
0,0,0,0,3.843,211.2,901.0,15.3,3.0,q1_q17_dr25_tce,6398.0,4.411,1.101,0,1,0
0,0,0,0,5.293,174.1,614.0,15.7,1.0,q1_q17_dr25_tce,6049.0,4.461,1.008,1,0,0
0,0,0,1,3.565,123.3,1728.0,14.0,1.0,q1_q17_dr25_tce,5774.0,4.347,1.054,0,0,1
0,1,1,1,7.005,413.6,437.0,23.4,1.0,q1_q17_dr25_tce,5383.0,4.609,0.72,0,0,1
0,0,0,0,2.344,795.8,591.0,19.9,1.0,q1_q17_dr25_tce,5215.0,4.481,0.845,0,1,0
0,0,0,0,3.408,261.4,646.0,15.3,1.0,q1_q17_dr25_tce,5261.0,4.523,0.819,1,0,0
0,0,0,0,2.866,136.2,892.0,22.5,3.0,q1_q17_dr25_tce,4983.0,4.66,0.651,0,1,0
0,0,0,0,2.013,163.4,1046.0,14.3,1.0,q1_q17_dr25_tce,5629.0,4.43,0.937,0,1,0
0,0,0,0,3.5374,912.8,639.0,26.7,1.0,q1_q17_dr25_tce,5052.0,4.48,0.855,0,1,0
0,0,0,0,6.812,736.1,474.0,19.7,1.0,q1_q17_dr25_tce,5481.0,4.369,1.036,1,0,0
0,0,0,0,4.031,326.0,690.0,21.6,1.0,q1_q17_dr25_tce,5518.0,4.4,1.008,0,1,0
0,1,0,0,1.639,458.1,703.0,16.9,1.0,q1_q17_dr25_tce,5263.0,4.404,0.961,0,0,1
0,0,1,0,1.913,168.9,1179.0,12.2,1.0,q1_q17_dr25_tce,5992.0,4.382,0.985,0,0,1
0,0,0,0,1.6449,85.4,1008.0,19.1,1.0,q1_q17_dr25_tce,4239.0,4.667,0.6,1,0,0
0,0,0,0,1.2667,778.6,776.0,20.1,1.0,q1_q17_dr25_tce,5982.0,4.535,0.879,1,0,0
0,0,0,0,3.83,1023.8,503.0,21.2,1.0,q1_q17_dr25_tce,4652.0,4.617,0.697,0,1,0
0,0,0,0,2.3052,813.8,371.0,27.6,4.0,q1_q17_dr25_tce,3834.0,4.708,0.539,0,1,0
0,0,0,0,1.768,245.3,529.0,11.8,2.0,q1_q17_dr25_tce,3808.0,4.754,0.508,0,1,0
0,0,1,0,4.735,128.2,1548.0,42.9,1.0,q1_q17_dr25_tce,5864.0,4.199,1.369,0,0,1
0,0,0,0,2.756,240.6,796.0,16.5,1.0,q1_q17_dr25_tce,5550.0,4.384,1.032,0,1,0
0,0,0,0,10.062,136.7,563.0,21.1,1.0,q1_q17_dr25_tce,6374.0,4.193,1.502,1,0,0
0,0,0,0,2.663,526.8,558.0,14.8,1.0,q1_q17_dr25_tce,4915.0,4.627,0.702,1,0,0
0,1,0,0,3.616,582.3,585.0,20.2,1.0,q1_q17_dr25_tce,6237.0,4.403,1.023,0,0,1
0,0,0,0,1.324,272.2,990.0,17.3,1.0,q1_q17_dr25_tce,5982.0,4.493,0.96,1,0,0
0,0,1,1,4.758,258.5,871.0,15.7,1.0,q1_q17_dr25_tce,5616.0,4.564,0.822,0,0,1
0,1,1,0,1.0896,39.7,3834.0,21.6,1.0,q1_q17_dr25_tce,8621.0,4.101,2.094,0,0,1
0,0,0,0,2.845,177.8,1191.0,17.7,1.0,q1_q17_dr25_tce,5657.0,4.282,1.182,0,1,0
0,0,0,0,0.5945,659.7,608.0,23.2,1.0,q1_q17_dr25_tce,3462.0,5.004,0.259,1,0,0
0,1,0,1,3.363,145.6,1565.0,17.6,1.0,q1_q17_dr25_tce,5482.0,4.539,0.813,0,0,1
0,0,0,1,1.023,305.7,1118.0,13.2,1.0,q1_q17_dr25_tce,6046.0,4.478,1.007,0,0,1
0,1,1,0,2.019,452.7,744.0,16.4,1.0,q1_q17_dr25_tce,6184.0,4.448,1.038,0,0,1
0,0,0,0,3.37,55.7,1839.0,15.9,1.0,q1_q17_dr25_tce,6732.0,3.958,1.927,0,1,0
0,0,0,0,7.643,187.8,657.0,22.5,1.0,q1_q17_dr25_tce,5623.0,4.079,1.588,0,1,0
0,0,0,0,2.76,752.7,523.0,19.8,1.0,q1_q17_dr25_tce,4807.0,4.583,0.742,1,0,0
0,0,0,0,1.2893,488.4,760.0,17.3,1.0,q1_q17_dr25_tce,5237.0,4.572,0.826,1,0,0
0,0,0,0,10.049,89.5,1598.0,26.1,1.0,q1_q17_dr25_tce,4924.0,3.356,3.588,0,1,0
0,0,0,0,3.0008,128.3,1484.0,23.8,1.0,q1_q17_dr25_tce,6123.0,4.263,1.263,0,1,0
0,0,1,1,4.255,417.5,1309.0,62.8,1.0,q1_q17_dr25_tce,4643.0,4.61,0.663,0,0,1
0,0,1,0,4.635,568.5,1826.0,14.0,1.0,q1_q17_dr24_tce,8828.0,4.227,1.828,0,0,1
0,0,0,0,0.5891,248.2,2131.0,31.1,1.0,q1_q17_dr25_tce,5561.0,4.25,1.193,1,0,0
0,0,0,0,3.681,66.8,2017.0,14.2,1.0,q1_q17_dr25_tce,6381.0,3.897,2.232,0,1,0
0,0,1,1,1.659,200.8,975.0,15.3,1.0,q1_q17_dr25_tce,5796.0,4.522,0.876,0,0,1
0,0,1,0,2.327,398.9,916.0,17.8,1.0,q1_q17_dr25_tce,7058.0,3.648,3.101,0,0,1
0,1,1,0,3.726,1282.6,406.0,19.9,1.0,q1_q17_dr25_tce,5262.0,4.59,0.783,0,0,1
0,0,0,0,5.707,468.0,827.0,13.0,1.0,q1_q17_dr25_tce,6117.0,4.315,1.244,1,0,0
0,0,0,0,1.6762,315.5,1542.0,24.5,1.0,q1_q17_dr25_tce,6156.0,4.443,1.05,0,1,0
0,1,0,0,8.15361,123520.0,1413.0,2619.2,1.0,q1_q17_dr25_tce,5923.0,4.118,1.51,0,0,1
0,0,0,0,2.427,277.1,1043.0,19.0,2.0,q1_q17_dr25_tce,5455.0,4.421,0.909,0,1,0
0,0,0,0,3.517,311.0,554.0,16.0,1.0,q1_q17_dr25_tce,4563.0,4.624,0.642,0,1,0
0,0,0,0,2.437,786.7,676.0,22.6,1.0,q1_q17_dr25_tce,5550.0,4.562,0.831,0,1,0
0,0,0,0,6.197,70.7,1097.0,27.1,1.0,q1_q17_dr25_tce,5877.0,3.927,1.963,1,0,0
0,0,0,0,3.633,75.7,1035.0,18.8,1.0,q1_q17_dr25_tce,6161.0,4.399,1.169,0,1,0
0,0,0,0,2.952,79.1,1222.0,10.7,2.0,q1_q17_dr25_tce,6123.0,4.263,1.263,1,0,0
0,0,0,0,6.468,462.8,386.0,13.5,1.0,q1_q17_dr25_tce,4821.0,4.529,0.788,1,0,0
0,0,0,0,6.019,382.3,542.0,19.6,1.0,q1_q17_dr25_tce,6071.0,4.353,1.107,0,1,0
0,0,0,0,2.442,388.8,420.0,15.8,1.0,q1_q17_dr25_tce,5026.0,4.58,0.759,1,0,0
0,0,0,0,1.5832,1826.9,374.0,112.2,1.0,q1_q17_dr25_tce,3547.0,4.899,0.369,0,1,0
0,0,0,0,10.465,104.2,1065.0,23.6,1.0,q1_q17_dr25_tce,6585.0,3.813,2.517,1,0,0
0,0,0,0,3.716,2292.1,362.0,80.1,1.0,q1_q17_dr25_tce,3744.0,4.737,0.516,1,0,0
0,0,1,0,1.041,465.6,1324.0,26.4,1.0,q1_q17_dr25_tce,4897.0,4.542,0.764,0,0,1
0,0,0,0,2.784,900.7,417.0,13.2,1.0,q1_q17_dr25_tce,5380.0,4.581,0.813,1,0,0
0,0,0,0,3.058,240.0,1098.0,15.9,1.0,q1_q17_dr25_tce,5999.0,4.494,0.959,0,1,0
0,1,1,1,2.028,796.9,1589.0,59.8,1.0,q1_q17_dr25_tce,4788.0,4.61,0.656,0,0,1
0,0,0,0,5.7297,3714.7,880.0,288.6,1.0,q1_q17_dr25_tce,5638.0,4.513,0.92,0,1,0
0,0,1,1,10.39,112.7,988.0,29.2,1.0,q1_q17_dr25_tce,5826.0,4.43,0.885,0,0,1
0,0,0,0,8.2,140.3,684.0,24.0,1.0,q1_q17_dr25_tce,5897.0,4.357,1.081,0,1,0
0,0,0,0,5.712,124.1,1159.0,25.4,1.0,q1_q17_dr25_tce,5822.0,3.683,2.886,0,1,0
0,0,0,0,3.206,205.2,899.0,15.4,1.0,q1_q17_dr25_tce,5573.0,4.434,0.982,0,1,0
0,0,1,0,1.782,68.1,1597.0,19.2,1.0,q1_q17_dr25_tce,5099.0,4.491,0.832,0,0,1
0,1,1,0,1.781,172.0,1106.0,21.2,1.0,q1_q17_dr25_tce,6319.0,4.465,0.93,0,0,1
0,0,0,0,1.9094,204.5,830.0,21.4,1.0,q1_q17_dr25_tce,4500.0,4.632,0.633,0,1,0
0,0,0,0,3.283,219.7,515.0,14.9,2.0,q1_q17_dr25_tce,4500.0,4.632,0.633,0,1,0
0,0,0,0,3.4303,346.5,1140.0,289.6,1.0,q1_q17_dr25_tce,5790.0,4.279,1.198,0,1,0
0,0,1,1,1.964,97.8,1155.0,16.0,1.0,q1_q17_dr25_tce,6204.0,4.394,1.065,0,0,1
0,0,1,0,2.021,420.6,998.0,17.5,1.0,q1_q17_dr25_tce,4732.0,4.53,0.795,0,0,1
0,0,0,0,7.274,72.6,1425.0,20.6,1.0,q1_q17_dr25_tce,4938.0,3.45,3.324,0,1,0
0,0,0,0,0.8323,357.4,849.0,20.4,1.0,q1_q17_dr25_tce,3460.0,4.92,0.356,1,0,0
0,0,0,0,1.3692,290.5,1344.0,21.4,1.0,q1_q17_dr25_tce,4948.0,4.508,0.816,1,0,0
0,0,0,0,3.144,325.8,739.0,14.9,1.0,q1_q17_dr25_tce,5352.0,4.599,0.764,0,1,0
0,0,1,0,2.848,189.9,763.0,17.0,1.0,q1_q17_dr25_tce,5753.0,4.461,0.911,0,0,1
0,0,0,0,2.219,323.0,1195.0,17.9,1.0,q1_q17_dr25_tce,5812.0,4.504,0.963,0,1,0
0,0,0,0,3.546,575.0,645.0,17.5,1.0,q1_q17_dr25_tce,5644.0,4.575,0.806,1,0,0
0,0,1,0,3.353,359.5,934.0,19.0,1.0,q1_q17_dr25_tce,6081.0,4.468,1.023,0,0,1
0,0,0,0,2.6848,302.5,848.0,22.2,2.0,q1_q17_dr25_tce,4821.0,4.529,0.788,1,0,0
0,0,1,0,1.218,488.3,793.0,20.4,1.0,q1_q17_dr25_tce,6310.0,4.417,1.095,0,0,1
0,0,0,0,3.266,420.7,632.0,20.0,1.0,q1_q17_dr25_tce,5195.0,4.598,0.69,0,1,0
0,0,0,0,1.1717,165.9,3766.0,37.1,1.0,q1_q17_dr25_tce,5944.0,3.25,5.847,1,0,0
0,0,0,0,1.4243,105.1,1246.0,17.7,1.0,q1_q17_dr25_tce,5083.0,4.468,0.872,0,1,0
0,0,0,0,3.926,137.9,1049.0,17.6,1.0,q1_q17_dr25_tce,5926.0,4.506,0.939,1,0,0
0,0,0,0,6.905,915.9,284.0,23.9,1.0,q1_q17_dr25_tce,4898.0,4.518,0.803,1,0,0
0,0,1,1,4.599,74.8,1496.0,29.3,1.0,q1_q17_dr25_tce,5749.0,4.323,1.15,0,0,1
0,0,0,0,4.548,217.1,542.0,16.1,1.0,q1_q17_dr25_tce,5190.0,4.446,0.899,1,0,0
0,0,0,0,4.551,652.7,573.0,18.3,1.0,q1_q17_dr25_tce,5774.0,4.508,0.941,0,1,0
0,0,0,0,6.527,38.0,1384.0,20.9,1.0,q1_q17_dr25_tce,6054.0,3.923,2.163,0,1,0
0,0,1,0,1.978,100.7,1843.0,17.4,1.0,q1_q17_dr25_tce,6306.0,4.426,1.076,0,0,1
0,0,0,0,2.469,215.1,946.0,18.4,1.0,q1_q17_dr25_tce,6074.0,4.375,1.005,1,0,0
0,0,0,0,1.385,272.4,5171.0,8.1,1.0,q1_q17_dr25_tce,4452.0,2.28,11.895,1,0,0
0,0,0,0,2.7096,2794.7,431.0,137.2,1.0,q1_q17_dr25_tce,3879.0,4.708,0.537,0,1,0
0,0,0,0,1.7504,2313.2,530.0,64.4,1.0,q1_q17_dr25_tce,3757.0,4.681,0.576,1,0,0
0,0,0,0,3.673,53.6,1183.0,13.2,1.0,q1_q17_dr25_tce,6187.0,4.341,1.238,0,1,0
0,0,0,0,4.65,945.9,401.0,20.7,1.0,q1_q17_dr25_tce,5800.0,4.327,1.149,0,1,0
0,0,0,0,1.973,281.0,1029.0,11.4,1.0,q1_q17_dr25_tce,5547.0,4.571,0.82,0,1,0
0,0,0,0,4.307,913.3,242.0,17.0,1.0,q1_q17_dr25_tce,3554.0,4.867,0.398,1,0,0
0,0,0,0,1.819,700.4,756.0,18.5,1.0,q1_q17_dr25_tce,5870.0,4.56,0.834,1,0,0
0,1,1,1,5.4573,5423.5,1385.0,222.8,1.0,q1_q17_dr25_tce,6108.0,4.466,1.03,0,0,1
0,0,0,0,3.893,605.8,359.0,21.0,1.0,q1_q17_dr25_tce,4544.0,4.656,0.598,1,0,0
0,0,0,0,3.974,259.5,557.0,19.7,1.0,q1_q17_dr25_tce,4873.0,4.558,0.796,0,1,0
0,0,0,0,3.873,116.6,872.0,16.3,1.0,q1_q17_dr25_tce,6113.0,4.341,1.218,0,1,0
0,0,0,0,1.3916,351.5,1431.0,23.0,1.0,q1_q17_dr25_tce,6147.0,4.435,1.096,0,1,0
0,0,0,0,1.992,371.9,1047.0,18.0,1.0,q1_q17_dr25_tce,5094.0,4.469,0.87,0,1,0
0,0,1,1,2.268,197.7,897.0,17.2,1.0,q1_q17_dr25_tce,5734.0,4.538,0.883,0,0,1
0,1,1,1,7.82,261.8,942.0,35.9,1.0,q1_q17_dr25_tce,4583.0,4.65,0.654,0,0,1
0,0,0,0,3.0063,55.0,941.0,32.2,2.0,q1_q17_dr25_tce,5790.0,4.279,1.198,0,1,0
0,0,1,0,2.861,185.3,987.0,13.6,1.0,q1_q17_dr25_tce,5399.0,4.619,0.725,0,0,1
0,0,0,0,3.575,441.2,683.0,17.3,1.0,q1_q17_dr25_tce,5955.0,4.52,0.91,1,0,0
0,0,0,0,3.312,479.1,537.0,13.8,1.0,q1_q17_dr25_tce,4908.0,4.618,0.716,1,0,0
0,0,0,0,2.064,107.4,1368.0,12.8,1.0,q1_q17_dr25_tce,6078.0,4.294,1.271,0,1,0
0,0,0,0,6.758,885.4,330.0,18.1,1.0,q1_q17_dr25_tce,4939.0,4.506,0.819,1,0,0
0,0,0,0,5.2,108.5,1285.0,14.1,1.0,q1_q17_dr25_tce,5405.0,3.741,2.605,0,1,0
0,0,0,0,2.992,83.2,1790.0,17.4,1.0,q1_q17_dr25_tce,5827.0,4.191,1.374,0,1,0
0,1,1,1,6.68,298.1,843.0,18.9,1.0,q1_q17_dr25_tce,5817.0,4.538,0.876,0,0,1
0,0,0,0,9.686,170.2,508.0,21.4,1.0,q1_q17_dr25_tce,5871.0,4.493,0.983,1,0,0
0,0,0,0,5.522,45.9,1373.0,22.0,1.0,q1_q17_dr25_tce,6311.0,3.998,1.994,0,1,0
0,0,0,0,2.8182,169.1,1378.0,15.3,2.0,q1_q17_dr25_tce,5815.0,4.5,0.918,1,0,0
0,0,1,0,1.4499,137.3,3165.0,41.6,1.0,q1_q17_dr25_tce,7102.0,3.972,2.082,0,0,1
0,0,0,0,2.1787,222.8,1453.0,21.3,1.0,q1_q17_dr25_tce,5814.0,3.745,2.476,0,1,0
0,0,0,0,7.042,203.1,809.0,23.7,1.0,q1_q17_dr25_tce,5936.0,4.261,1.299,0,1,0
0,0,0,0,4.102,505.4,369.0,22.5,1.0,q1_q17_dr25_tce,5632.0,4.537,0.904,0,1,0
0,0,0,0,1.2808,403.6,822.0,19.3,1.0,q1_q17_dr25_tce,5970.0,4.355,1.131,1,0,0
1,0,1,1,29.1428,257.9,741.0,62.2,1.0,q1_q17_dr25_tce,5428.0,4.404,0.94,0,0,1
0,0,0,0,8.567,138.6,772.0,28.4,1.0,q1_q17_dr25_tce,5422.0,3.945,1.782,1,0,0
0,0,0,0,4.605,436.3,487.0,14.1,1.0,q1_q17_dr25_tce,5790.0,4.528,0.9,0,1,0
0,0,0,0,4.422,221.5,665.0,16.3,1.0,q1_q17_dr25_tce,5475.0,4.479,0.818,0,1,0
0,0,0,0,3.47,85.9,1112.0,18.1,1.0,q1_q17_dr25_tce,5676.0,4.474,0.848,1,0,0
0,0,0,0,4.084,78.0,879.0,12.7,2.0,q1_q17_dr25_tce,5676.0,4.474,0.848,1,0,0
0,0,0,0,8.432,1033.0,289.0,17.3,1.0,q1_q17_dr25_tce,5135.0,4.464,0.874,1,0,0
0,0,0,0,0.7572,2754.6,648.0,48.6,1.0,q1_q17_dr25_tce,3464.0,4.923,0.328,0,1,0
0,0,0,0,0.9613,2355.0,436.0,25.4,3.0,q1_q17_dr25_tce,3464.0,4.923,0.328,0,1,0
0,1,1,1,3.004,134.7,2190.0,27.0,1.0,q1_q17_dr25_tce,6143.0,4.418,1.067,0,0,1
0,0,1,0,1.7869,1224.1,1807.0,79.6,1.0,q1_q17_dr25_tce,5068.0,4.556,0.73,0,0,1
0,0,0,0,1.406,210.2,1205.0,18.5,1.0,q1_q17_dr25_tce,5591.0,4.559,0.86,1,0,0
0,0,0,0,4.183,142.0,1011.0,15.4,1.0,q1_q17_dr25_tce,5511.0,4.261,1.176,0,1,0
0,0,0,0,4.6125,421.8,584.0,110.5,1.0,q1_q17_dr25_tce,5978.0,4.316,1.171,0,1,0
0,1,1,1,6.744,447.8,455.0,20.5,1.0,q1_q17_dr25_tce,5876.0,4.374,1.077,0,0,1
0,0,0,0,7.768,1992.3,202.0,36.1,1.0,q1_q17_dr25_tce,4477.0,4.649,0.637,0,1,0
0,0,0,0,10.8636,351.2,475.0,81.9,1.0,q1_q17_dr25_tce,6214.0,4.238,1.297,0,1,0
0,0,0,0,1.5916,6462.0,341.0,50.5,1.0,q1_q17_dr25_tce,3157.0,5.112,0.18,0,1,0
0,0,0,0,1.2637,2598.0,401.0,24.3,2.0,q1_q17_dr25_tce,3157.0,5.112,0.18,0,1,0
0,0,0,0,0.9879,631.8,557.0,37.1,1.0,q1_q17_dr25_tce,3483.0,4.875,0.389,0,1,0
0,1,0,0,0.955,239.2,1676.0,26.8,1.0,q1_q17_dr25_tce,4784.0,4.618,0.708,0,0,1
0,0,0,0,1.7131,467.9,795.0,21.7,1.0,q1_q17_dr25_tce,4039.0,4.708,0.559,1,0,0
0,0,1,0,3.426,85.5,1783.0,27.8,1.0,q1_q17_dr25_tce,6257.0,4.063,1.748,0,0,1
0,1,1,1,7.219,219.5,3384.0,48.2,1.0,q1_q17_dr25_tce,6622.0,3.421,4.315,0,0,1
0,0,1,0,2.408,152.6,1162.0,15.5,1.0,q1_q17_dr25_tce,5458.0,4.53,0.872,0,0,1
0,0,0,0,1.5796,224.9,998.0,17.7,1.0,q1_q17_dr25_tce,4313.0,4.662,0.65,0,1,0
0,0,1,1,1.206,202.2,1229.0,13.9,1.0,q1_q17_dr25_tce,4464.0,4.643,0.638,0,0,1
0,0,0,0,5.747,75.1,894.0,23.9,1.0,q1_q17_dr25_tce,5691.0,4.139,1.458,1,0,0
0,0,0,0,3.414,107.3,884.0,22.0,3.0,q1_q17_dr25_tce,6075.0,4.264,1.352,0,1,0
0,0,0,0,2.899,133.1,897.0,16.1,1.0,q1_q17_dr25_tce,5452.0,4.535,0.9,1,0,0
0,0,0,0,2.706,361.2,604.0,10.6,1.0,q1_q17_dr25_tce,5295.0,4.548,0.8,1,0,0
0,1,1,0,1.46,140.6,1801.0,17.1,1.0,q1_q17_dr25_tce,5271.0,4.634,0.63,0,0,1
0,0,0,0,1.1066,237.4,835.0,15.3,1.0,q1_q17_dr25_tce,5279.0,4.588,0.769,1,0,0
0,0,0,0,1.6202,126.8,1123.0,16.7,1.0,q1_q17_dr25_tce,5017.0,4.516,0.797,0,1,0
0,0,0,0,2.996,1617.1,434.0,23.8,2.0,q1_q17_dr25_tce,3891.0,4.718,0.564,0,1,0
0,0,0,0,4.588,83.3,1782.0,14.6,1.0,q1_q17_dr25_tce,6329.0,4.026,1.885,1,0,0
0,0,0,0,5.584,807.1,486.0,34.9,1.0,q1_q17_dr25_tce,5467.0,4.271,1.152,0,1,0
0,0,0,0,3.754,221.2,773.0,15.2,3.0,q1_q17_dr25_tce,5467.0,4.271,1.152,0,1,0
0,0,0,0,2.696,474.8,630.0,20.0,2.0,q1_q17_dr25_tce,5467.0,4.271,1.152,0,1,0
0,0,0,1,1.066,488.5,1389.0,27.3,1.0,q1_q17_dr25_tce,4792.0,4.627,0.704,0,1,0
0,0,0,0,3.337,191.0,730.0,9.1,1.0,q1_q16_tce,5653.0,4.551,0.857,0,1,0
0,1,0,1,1.833,166.2,1743.0,43.4,1.0,q1_q17_dr25_tce,5996.0,4.342,1.081,0,0,1
0,0,0,0,8.681,1248.7,200.0,24.3,1.0,q1_q17_dr25_tce,4400.0,4.659,0.624,1,0,0
0,0,0,0,4.4679,68.7,1155.0,38.2,2.0,q1_q17_dr25_tce,5788.0,4.122,1.474,0,1,0
0,1,1,0,2.112,160.4,1635.0,15.5,1.0,q1_q17_dr25_tce,5776.0,4.554,0.849,0,0,1
0,0,0,0,1.767,356.8,1129.0,13.9,1.0,q1_q17_dr25_tce,5370.0,4.411,0.966,1,0,0
0,0,0,0,1.683,150.9,1583.0,9.7,2.0,q1_q17_dr25_tce,5370.0,4.411,0.966,1,0,0
0,0,0,0,1.8261,200.7,2085.0,22.4,1.0,q1_q17_dr25_tce,5966.0,4.493,0.961,0,1,0
0,0,0,0,1.3766,181.9,1350.0,18.9,1.0,q1_q17_dr25_tce,5022.0,4.485,0.849,1,0,0
0,0,0,0,6.254,496.6,674.0,17.1,1.0,q1_q17_dr25_tce,6197.0,4.449,1.035,1,0,0
0,0,1,1,5.558,217.3,597.0,17.0,1.0,q1_q17_dr25_tce,5335.0,4.56,0.831,0,0,1
0,1,1,1,2.86,285.7,729.0,18.6,1.0,q1_q17_dr25_tce,5438.0,4.574,0.82,0,0,1
0,1,1,0,3.096,133.7,1429.0,14.3,1.0,q1_q17_dr25_tce,5366.0,4.625,0.715,0,0,1
0,0,0,0,7.461,501.6,926.0,194.9,1.0,q1_q17_dr25_tce,5919.0,4.042,1.585,0,1,0
0,1,1,0,3.402,599.8,618.0,7.5,1.0,q1_q17_dr25_tce,5240.0,4.555,0.856,0,0,1
0,0,1,0,1.3493,157.6,1539.0,38.7,1.0,q1_q17_dr25_tce,5227.0,4.463,0.867,0,0,1
0,0,0,0,5.5177,125.5,790.0,43.5,3.0,q1_q17_dr25_tce,6214.0,4.238,1.297,0,1,0
0,0,0,0,3.011,214.6,939.0,23.5,1.0,q1_q17_dr25_tce,5885.0,4.348,1.111,0,1,0
0,0,0,0,3.398,159.0,755.0,13.5,2.0,q1_q17_dr25_tce,5885.0,4.348,1.111,0,1,0
0,0,1,1,2.326,134.9,2563.0,12.3,1.0,q1_q17_dr25_tce,6366.0,4.167,1.543,0,0,1
